id,name,artists,stream_counts
7q1eFVK6jkj62gpcbmWULX,Ngồi Chờ Trong Vấn Vương,"['Vũ.', 'My Anh']",1068270.0
2LhaQUFez282XCuTDSTDcV,Cô Ta,['Vũ.'],7128063.0
6i9DeSRJl6WdY43FdyG7Si,"I.C.O.N (feat. Isaac, HIEUTHUHAI, Đức Phúc, ERIK, Quân A.P, Quang Hùng MasterD, Lou Hoàng, Pháp Kiều, WEAN, Negav, Hải Đăng Doo, Gin Tuấn Kiệt, Ali Hoàng Dương, Nicky, Vũ Thịnh & Công Dương)","['ANH TRAI ""SAY HI""', 'Isaac', 'HIEUTHUHAI', 'Đức Phúc', 'ERIK', 'Quân A.P', 'Quang Hùng MasterD', 'Lou Hoàng', 'Pháp Kiều', 'WEAN']",1901942.0
4FeeZtRxToM1K2Y3a79fHq,"DON'T CARE (feat. Isaac, Quang Hùng MasterD, Negav, Gin Tuấn Kiệt, Vũ Thịnh & Nanon)","['ANH TRAI ""SAY HI""', 'Isaac', 'Quang Hùng MasterD', 'Negav', 'Gin Tuấn Kiệt', 'Vũ Thịnh', 'NANON']",3434552.0
5j7uXM9aNdklFXA2iQp1jS,Mây Khóc Vì Điều Gì,['Vũ.'],884026.0
4nXrVH5xwN1w6TpmP7uu8n,Exit Sign,"['HIEUTHUHAI', 'marzuz']",43494048.0
1K0HQ30Wc11okzlcnFA7Ub,Không Thể Say,['HIEUTHUHAI'],43639618.0
0s7RyyUlQfd8mnnboHe18n,Hẹn Gặp Em Dưới Ánh Trăng,"['MANBO', 'HIEUTHUHAI', 'HURRYKNG']",26793826.0
6D94p9ASguBcYlDC0o56vx,NOLOVENOLIFE,['HIEUTHUHAI'],26023409.0
446ygEWkggc5FMbBPQSMuM,"SAO HẠNG A (feat. HIEUTHUHAI, Dương Domic, Song Luân, Jsol & Trần Đăng Dương)","['ANH TRAI ""SAY HI""', 'HIEUTHUHAI', 'Dương Domic', 'Song Luân', 'JSOL', 'Trần Đăng Dương']",14569661.0
1J12HjUuXfJnaUdubTEzSR,Nghe Như Tình Yêu,['HIEUTHUHAI'],33551434.0
2GE2p2dFpxp7OIz2QOFBzW,"KIM PHÚT, KIM GIỜ (feat. HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều & Isaac)","['ANH TRAI ""SAY HI""', 'HURRYKNG', 'HIEUTHUHAI', 'Negav', 'Pháp Kiều', 'Isaac']",17946495.0
65aTHDZWUdh6WIafu9MtNF,ngủ một mình (tình rất tình),"['HIEUTHUHAI', 'Negav', 'Kewtiie']",34460302.0
0BX2eDMZJrGzApf4ZGXrFi,"NGÁO NGƠ (feat. HIEUTHUHAI, ERIK, Anh Tú Atus, JSOL & Orange)","['ANH TRAI ""SAY HI""', 'HIEUTHUHAI', 'ERIK', 'Anh Tú Atus', 'JSOL', 'Orange']",16437882.0
64PCybDxes3edHijrcsPV4,"NGÁO NGƠ (feat. HIEUTHUHAI, ERIK, Anh Tú Atus, JSOL & Orange)","['ANH TRAI ""SAY HI""', 'HIEUTHUHAI', 'ERIK', 'Anh Tú Atus', 'JSOL', 'Orange']",16437882.0
0hiQvlWSSTr7n1kc1X2Lus,Bật Nhạc Lên,"['HIEUTHUHAI', 'Harmonie']",22893072.0
2XxzZUYa67rsWyBJGQXSDq,"KIM PHÚT, KIM GIỜ (feat. HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều & Isaac)","['ANH TRAI ""SAY HI""', 'HURRYKNG', 'HIEUTHUHAI', 'Negav', 'Pháp Kiều', 'Isaac']",17946495.0
07d8eaOuAWdC0DANq3tdPd,QUAY ĐI QUAY LẠI (feat. HIEUTHUHAI),"['ANH TRAI ""SAY HI""', 'HIEUTHUHAI']",8336778.0
4LAdZsiks8vsw3e1iZQgVY,Không Phải Gu,"['HIEUTHUHAI', 'B Ray', 'Tage']",10307172.0
1jF6ctFxoebFqI4TFHssR6,Cho Em An Toàn,['HIEUTHUHAI'],5140154.0
55nxEY2bGgcxSVLQ9hOFeR,Vệ Tinh,"['HIEUTHUHAI', 'Hoàng Tôn', 'Kewtiie']",11515208.0
4uZs35Zm7ivjQCM7v5nQj8,Mamma Mia,"['HIEUTHUHAI', 'HURRYKNG', 'MANBO', 'Negav', 'REX']",8597139.0
0WjdaO545q9Qn4SQtzRQu9,TRÌNH,['HIEUTHUHAI'],2205240.0
0ReId5SRMspb6ISw0rBsBN,CUA,"['MANBO', 'HIEUTHUHAI']",13690882.0
2CH9JPCmEx4F3nm6TwHPxs,"WALK (feat. HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều & Isaac)","['ANH TRAI ""SAY HI""', 'HURRYKNG', 'HIEUTHUHAI', 'Negav', 'Pháp Kiều', 'Isaac']",5091297.0
4XkEva4YsNmPQBLe8V126L,Xoay Một Vòng,"['HIEUTHUHAI', 'Phương Ly']",4285932.0
5WKMqYQRIaNIsMLhHEzssC,Giờ Thì Ai Cười,['HIEUTHUHAI'],5611307.0
6zP11Nw7gRKb52mpH5xJ3l,Không Thể Say (Live Band Version),['HIEUTHUHAI'],2746275.0
7K1yMkQqA9ZxHfa2y4XsY6,1-800-LOVE,"['MANBO', 'HIEUTHUHAI', 'HURRYKNG']",7554107.0
2YuINjtFaEi9E9WRv90bK6,QUAY ĐI QUAY LẠI (feat. HIEUTHUHAI),"['ANH TRAI ""SAY HI""', 'HIEUTHUHAI']",8359763.0
0RKggS4he8LozKqMv09IrM,"WALK (feat. HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều & Isaac)","['ANH TRAI ""SAY HI""', 'HURRYKNG', 'HIEUTHUHAI', 'Negav', 'Pháp Kiều', 'Isaac']",5104081.0
7aELHm28pobrp3RyazUjmw,5050,"['MANBO', 'HIEUTHUHAI', 'HURRYKNG']",3762527.0
2fbphWgWgaTouwG0sdM1yG,ngủ một mình,"['HIEUTHUHAI', 'Negav', 'Kewtiie']",8433929.0
4V2MZcxyltQ4oKSdXOZoV0,DYNAMIC DUO,"['HIEUTHUHAI', 'HURRYKNG']",5224208.0
3W0j4uBNfn6kilhrVeZM8o,Everything Will Be Okay,['HIEUTHUHAI'],2252677.0
7FCOpozyFUgEL7h5wijLXT,Ai Cũng Phải Bắt Đầu Từ Đâu Đó,['HIEUTHUHAI'],2398339.0
5AmFbL7MClvRYfzae0EUHn,"NỖI ĐAU NGÂY DẠI (feat. HIEUTHUHAI, Đức Phúc & Công Dương)","['ANH TRAI ""SAY HI""', 'HIEUTHUHAI', 'Đức Phúc', 'Công Dương']",2745834.0
0dAAZHmjRcE3yEjeBZQvCg,Một Công Đôi Việc (feat. HURRYKNG & HIEUTHUHAI),"['RAP VIỆT', 'HURRYKNG', 'HIEUTHUHAI']",4362135.0
3Vkou7q3kIAtS3pR1TqXFK,Lời Đường Mật (feat. HIEUTHUHAI),"['Lyly', 'HIEUTHUHAI']",9747180.0
5sH0if4Vv864eWpFqqOF9M,5050 - Remix,"['MANBO', 'HIEUTHUHAI', 'HURRYKNG', 'REX']",2638073.0
4Jp3HONKA2ztto0nDs8Qgt,Mượn Rượu Tỏ Tình,"['King Of Rap', 'Emily', 'HIEUTHUHAI', '24k.Right']",3594608.0
2wf7A2Exrq6pQ3aoKWC4o3,Sắp Nổi Tiếng,['HIEUTHUHAI'],1727190.0
4XYIKLWUw0QYjcftHNvAYW,Dám Rực Rỡ,"['GREY D', 'HIEUTHUHAI', 'Wren Evans', 'Obito']",6212804.0
0a8hkxl5Bhn8Av2qIbjrXg,Siêu Sao,['HIEUTHUHAI'],1488428.0
4R7UV2BCJ2bt9hh6jFOgId,Dám Rực Rỡ,"['GREY D', 'HIEUTHUHAI', 'Wren Evans', 'Obito']",6220240.0
1ee8SDc7PdY2FbGtjB6kUb,Đi Họp Lớp,['HIEUTHUHAI'],1400322.0
1W5kZCi3DyAwUu1flTIHdZ,Sinh Nhật Của Xinh Nhất,"['24k.Right', 'HIEUTHUHAI', 'Hipz']",2008553.0
4YNbX3laAv2JPT2oY1bfeP,KPI,['HIEUTHUHAI'],1176180.0
27PB8QWyeyiUugyvKXbwbZ,SINH NHAT,['HIEUTHUHAI'],2253561.0
6mf638BuD71YjIKkVDCnSb,Visa Interlude,['HIEUTHUHAI'],1023029.0
6CPeI6CBU3I89ubrH0XmV0,Chơi - Remix,['HIEUTHUHAI'],2053962.0
3LlEZ4J1ORcgP1WmTF9pIX,Nói Dối (feat. HIEUTHUHAI),"['Pháo', 'HIEUTHUHAI']",1559029.0
5UeD0rVFJXXl3HGjKiZbrt,Muộn Màng Là Từ Lúc,['Mỹ Tâm'],10406461.0
1rJyVbXb3njXbN3lokllKf,Người Hãy Quên Em Đi,['Mỹ Tâm'],12713679.0
7D9tiidrBDQRgCENeIhko0,Vì Em Tất Cả,['Mỹ Tâm'],4637415.0
2IRMoSVwaDxBw0huQabuKY,Đừng Hỏi Em,['Mỹ Tâm'],7452180.0
33weHbON0j21ZPUMc0ZKTt,Đúng Cũng Thành Sai,['Mỹ Tâm'],10609020.0
1aw1KeS9sT1mKPzs2hfqCz,Nếu Anh Đi,['Mỹ Tâm'],8484785.0
2tg8L2ls1k19B2SvRKBnJh,Hẹn Ước Từ Hư Vô - Live,['Mỹ Tâm'],8771446.0
5YW0J0Rg3VpeHP6rn1iVDv,Đâu Chỉ Riêng Em,['Mỹ Tâm'],5582445.0
5U5aFzSWZVGe5gg8eCc8ft,Nơi Mình Dừng Chân (Nhạc Phim Chị Trợ Lý Của Anh),['Mỹ Tâm'],11803119.0
5OPt35jvzCkuXvmGj57toD,KHI MÀN ĐÊM RỰC SÁNG,"['Mỹ Linh', 'Thu Phương', 'Minh Hang', 'Tóc Tiên', 'Đồng Ánh Quỳnh', 'Ái Phương', 'Minh Tuyết', 'Bùi Lan Hương', 'Tuimi', 'Xuân Nghi']",169175.0
20dRfYNGWwxE9ryZ0bygDG,Chuyện Như Chưa Bắt Đầu,['Mỹ Tâm'],4634294.0
1EIgJyJQIRol3N274NKdtc,Bóng Cả,['Mỹ Tâm'],56478.0
5Vf9yWZdPedFbz7z69XELr,Nếu Có Buông Tay,['Mỹ Tâm'],2713693.0
6kgIKUdGJQOapfU7uMxUGH,Biết Khi Nào Gặp Lại,['Mỹ Tâm'],3492965.0
0bmPV15Uo1ayz6cCPiVAps,Dịu dàng sắc xuân,['Mỹ Tâm'],417718.0
