id,name,popularity,followers,genres
3oB1lv9FWDKbNOUvdTw75Q,Bình Gold,48,281282,"['vietnamese hip hop', 'v-pop', 'vinahouse']"
7l7DZWQaVIS13zFgSf7eb4,Tuấn Hưng,48,307267,"['v-pop', 'vietnamese bolero', 'vinahouse']"
1yNjtowTJs05S2Xp2g7stg,Freak D,47,133104,"['vietnamese lo-fi', 'v-pop', 'lo-fi', 'vietnam indie']"
3FwYnbtGNt8hJfjNuOfpeG,Hà Anh Tuấn,47,1253938,"['v-pop', 'vietnam indie']"
2knyDFP4xw9wZEWA98JX6b,TRANG,47,136210,"['vietnam indie', 'v-pop']"
3y0Tmt0epaxAHy6L89dGGC,Ngô Lan Hương,48,72944,"['v-pop', 'vinahouse', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop']"
6fIF1TzV4K21TUWPXoQDAj,UMIE,47,128933,"['v-pop', 'vietnamese hip hop', 'vinahouse']"
0KWdVd7ZYhtlm0CLHIFBya,Bằng Kiều,48,455391,"['vietnamese bolero', 'v-pop', 'bolero']"
4APrfmUo8KRrjCVuyoKvwY,Olew,47,84445,"['v-pop', 'vietnamese lo-fi', 'vietnam indie']"
2XtMx7EHHODQSeBzDCBec9,Bùi Lan Hương,47,53111,"['v-pop', 'vietnam indie']"
5Cf9nBDNc99UFkq9Yqap7Q,Trung Quân,47,573677,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']"
1dmaHHd1Xbd85cT1egYb4w,Trúc Nhân,47,973620,"['v-pop', 'vietnam indie']"
2CLdtsyD2NsTOBBOVr7fi8,MONSTAR,46,232277,"['v-pop', 'vietnam indie']"
63SNH9m8M034lCGELVC1dm,Văn Mai Hương,47,467657,"['v-pop', 'vinahouse', 'vietnamese hip hop', 'vietnam indie']"
4e5LAUvM35jleGg8gElTsP,Miu Lê,47,440861,"['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnamese lo-fi']"
3EPkqJFzEGSJWtGsu1Xwqt,Kay Trần,46,101094,"['v-pop', 'vietnamese hip hop']"
0l3YAI1xmZKCZBzduST5ft,Thùy Chi,46,517620,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese hip hop']"
1Jmkhzve9TuXHUUWGmpANw,Wxrdie,63,463163,"['vietnamese hip hop', 'v-pop']"
6TITnFVRcl0AcZ4syE7Toe,Low G,62,1593992,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
5ulyphh5uJrH4Gb1JpSMkV,HURRYKNG,59,238714,"['v-pop', 'vietnamese hip hop']"
0hy8mfXxfD8kQ6MRQkDVrn,itsnk,54,26241,"['v-pop', 'vietnam indie', 'vietnamese hip hop']"
5Hv9MhUFvGlYurce5BDRUh,Gill,53,123436,"['vietnamese hip hop', 'v-pop', 'vietnam indie', 'vinahouse']"
4grjJqg7iwQ8RKHs8d9Snh,Andree Right Hand,53,394752,"['vietnamese hip hop', 'v-pop', 'vinahouse']"
3JWIaDWHJq11w1xPqJStEv,Hustlang Robber,53,134095,"['vietnamese hip hop', 'v-pop']"
0hUr8xEtATxbq2OTiJFAP0,24k.Right,52,204697,"['vietnamese hip hop', 'v-pop']"
1tikl40deDgJWS57GTKiVh,Dick,52,111390,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
3HD3V1nGFPwepBO7064Ij0,PC,50,147530,"['vietnamese hip hop', 'v-pop', 'vietnam indie', 'vietnamese lo-fi']"
0wATZebE9ZNj7fTjTdwiJB,Kewtiie,50,39998,"['v-pop', 'vietnamese hip hop', 'vietnam indie']"
23UOCFmQtFKvx2mFufMoJB,Winno,50,102568,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
2OkxNsNz7QXCBwlME0fSsk,TGSN,49,17209,"['v-pop', 'vietnamese hip hop', 'vietnam indie']"
3QjJx8Yp2mXYoHtiPI7VMI,VCC Left Hand,48,27889,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
39UJlviUwzZGZrA8DiQy31,Mason Nguyen,47,29400,"['vietnamese hip hop', 'v-pop']"
3Wj34lTDJnPp70u4YCl4jz,Lil Wuyn,47,164334,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
4Xz2dDcMF1DDfwFcr8Xa5P,Ngắn,47,39859,"['v-pop', 'vietnamese hip hop', 'vietnam indie']"
22MX8BG5870DGzpNricY7q,VSOUL,47,156473,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
6kFhNMq6O8P5QKdqlGMUVW,Tage,46,97263,"['vietnamese hip hop', 'v-pop']"
25JRC8aMGIGBIJ5KiINv3l,RPT Orijinn,46,59613,"['vietnamese hip hop', 'v-pop']"
0wqus4nTxIoJvLZLwBt8Df,Rapital,46,149382,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
7H9jPV9qWyp6V629038aXU,Lynk Lee,46,176250,"['v-pop', 'vietnamese lo-fi', 'vietnamese hip hop', 'vietnam indie']"
6kkA6laUMR0hzML9YY98CQ,kidsai,46,64043,"['v-pop', 'vietnamese hip hop', 'vietnam indie']"
3BWBxpXDxofgji3RKZPIz8,Hoà Minzy,46,414803,"['v-pop', 'vinahouse']"
23xCr75lKvnFvKi8ImHE7S,Táo,45,398214,"['vietnamese hip hop', 'v-pop', 'vietnam indie', 'vietnamese lo-fi']"
7dFC6SVFS2YkIcRfE2SyfV,Dab,44,33819,"['v-pop', 'vietnamese hip hop', 'vietnam indie']"
5OvCh1Nin8AGw7OkxYinBe,Tiên Tiên,44,393245,"['v-pop', 'vietnam indie', 'vinahouse', 'vietnamese lo-fi']"
3EkXXkwTWhJpPDJR4ME3D8,KayC,44,18767,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
0Ux2qIQbEeqvv7uYLgHhDH,tofutns,43,34061,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
0vTUa2hbNHke3omoGxuKFm,Linh Cáo,44,20363,"['vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']"
3KJopZ2uUclqEtLxQg0FNn,Jack - J97,44,546990,"['v-pop', 'vietnamese lo-fi', 'vinahouse']"
4LuFOXq87Tg0JSl5U7yxFZ,QNT,43,165872,"['vietnamese hip hop', 'v-pop', 'vietnam indie', 'vietnamese lo-fi']"
12scI4mEdyEDBi7cdkxkVZ,1nG,43,32328,"['v-pop', 'vietnamese lo-fi', 'vietnamese hip hop', 'vietnam indie']"
033tY0EKEVdDtzoeEMMCJC,Phạm Quỳnh Anh,44,47865,['v-pop']
7JRDlOAUMJuLKmapm6H2VG,D Blue,42,49939,"['vietnamese lo-fi', 'vietnamese hip hop', 'v-pop', 'vietnam indie']"
5ayWRfrcpObgDDlzheJ2Gr,TaynguyenSound,42,156111,"['vietnamese hip hop', 'vietnam indie', 'v-pop']"
2Xlia1jlI7JDki4Xa42uyK,Phạm Nguyên Ngọc,42,113027,"['v-pop', 'vietnamese lo-fi', 'vietnam indie']"
401ikVSob52311M6Fwnunt,Coldzy,43,53255,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
0EOMdQwzUG6CKh9oWvcANr,Lăng LD,43,23831,"['vietnamese hip hop', 'v-pop']"
5HnaYivMXMHeOKCvyPGUkk,Phạm Anh Duy,42,27535,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']"
50bDh0lNWnngFN237F1rJq,Linh Thộn,42,15833,"['v-pop', 'vietnamese hip hop', 'vietnam indie']"
5yE1xvNIbuEB2kkopCuCVY,PAR SG,42,47615,"['vietnamese hip hop', 'vietnamese lo-fi', 'v-pop', 'vietnam indie']"
6uAa2LaYiWLsy8FlwtKvay,SIXTYUPTOWN,42,4172,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
6JTiPLdbZD2e0tDsN15U1s,Đông Nhi,43,303991,"['v-pop', 'vinahouse']"
6UiKZD9yB7Gxjol62s431k,Seachains,42,38216,"['v-pop', 'vietnamese hip hop', 'vinahouse']"
5U1dINFKjJlYNOSdMrHlRh,16 Typh,42,277653,"['vietnamese hip hop', 'v-pop', 'vinahouse']"
3FZ4GX2mWNn7XElse3fQWd,Khói,42,262743,"['vietnamese hip hop', 'v-pop', 'vietnamese lo-fi', 'vietnam indie']"
1yx4rYyjUYupI7Ji1YvXRh,Groovie Lã Thắng,41,3086,"['vietnam indie', 'vietnamese hip hop', 'vietnamese lo-fi', 'v-pop']"
4en2ObzSYlIYbCGknXjgG9,Pháo,49,250317,"['v-pop', 'vinahouse', 'vietnamese hip hop']"
0XEYiIh3AzMl9lBaT3gNz7,Willistic,41,25989,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
1BcjfrXV4Oe3fK0c8dnxFF,Phương Mỹ Chi,43,149027,"['v-pop', 'vietnamese bolero']"
2rlOStil9gdIb581pA8WaS,Ccmk,41,20315,"['vietnamese hip hop', 'v-pop', 'vinahouse']"
2SWNzbf1maA3oR4x56Uv9W,Tùng TeA,41,43591,"['vietnamese hip hop', 'vietnam indie', 'v-pop']"
5Ib3D8UtLdYZjhVNWzwfoH,Nguyên Hà,41,212339,"['v-pop', 'vietnam indie']"
6wZ01tGqWDyJ6vykbeaIFA,Kidz,40,82742,"['vietnamese hip hop', 'v-pop']"
71Cy7nzbfpuGJAS5FGxm93,Khoi Vu,41,45761,"['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie']"
4RGBKkUyyvsim9vdBKCCkc,Ngơ,40,527707,"['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']"
6sJBvMCAi9NuNCxI9RDYDW,Osad,40,295961,"['v-pop', 'vietnamese hip hop']"
2dP2cG3zK05Y1jtb8Kwdpm,Tuimi,40,5450,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
3JlzPlR5FYYa402qPCCaAm,Freaky,40,48327,"['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnamese lo-fi']"
4F5jaYapI8RtTpqwaYs4IF,Lệ Quyên,42,404448,"['vietnamese bolero', 'bolero', 'v-pop']"
4jQZaxfgwiUJFQagCyZNV4,Ricky Star,40,68582,"['v-pop', 'vietnamese hip hop', 'vietnam indie']"
19JOXyTbKnSp1QxnKEeXtq,Koo,39,19530,"['vietnamese hip hop', 'vinahouse', 'v-pop', 'vietnamese lo-fi']"
718QENtLy8bL4xVoZPg5PP,YanBi,38,106397,"['v-pop', 'vietnamese hip hop', 'vinahouse']"
68Vj5ArAHBx2K0osGDXK4K,B-Wine,38,24901,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
5TIZ9p5TSviYl96ladXXFw,Như Quỳnh,42,119830,"['vietnamese bolero', 'bolero', 'v-pop']"
4w5vfLTFKwpd16ZzmYwcXA,Kimmese,38,31248,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
3VkWfwJgAO5qikm4hFccO6,Mr.A,38,13326,"['vietnamese hip hop', 'v-pop', 'vinahouse', 'vietnam indie']"
3n56g8JEOhO9CwLHpfWgie,LOPE PHAM,37,2500,"['vietnamese hip hop', 'v-pop', 'vinahouse']"
7lq25uVNvzRoAJgr4CYr8e,Thái Đinh,37,231049,"['vietnam indie', 'v-pop', 'vietnamese lo-fi']"
6Zx90B1VRgR4TB01S87duQ,Anh Phan,39,100340,"['vietnamese hip hop', 'v-pop']"
3vrLtReLclPLq5VvCAxCik,Trí Dũng,37,3783,"['vietnamese lo-fi', 'v-pop', 'vinahouse', 'vietnamese hip hop', 'vietnam indie']"
3LsIDqxwDjcEKbK3D1IrDk,Thu Phương,37,34212,"['v-pop', 'vietnamese bolero']"
1qdb7jDQjPd8WWpayCRh5V,Larria.,36,7633,"['vietnamese hip hop', 'v-pop']"
0y8J897IGMESNbBqCpHXH9,NHA,36,58398,"['vietnamese hip hop', 'vietnam indie', 'v-pop', 'vietnamese lo-fi']"
37cUqDVdpydDd8VtNlCLuk,Hà Trần,36,101383,"['v-pop', 'vietnamese bolero']"
6lKBdKySIpWUb4tA7hYzU7,Pixel Neko,36,21445,"['vietnam indie', 'v-pop', 'vietnamese hip hop']"
1f3aY4gX0O9B59iQyZXY0I,DREAMeR,36,5920,"['v-pop', 'vietnamese lo-fi']"
5k9DAxaugi6ANyemUgQrgV,CHARLES.,36,11889,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']"
0ABztwl5ApqMZOllFyaCmP,Hustlang Heily,35,2400,"['vietnamese hip hop', 'v-pop']"
2Fc5cGXai8xzLhGyltp4tT,Suboi,36,192527,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
5DTQVDm1qjLUoAGC8v85c3,Liu Grace,35,107913,"['vietnamese hip hop', 'v-pop']"
3Ib80uqrBka6P4ncx6vJRF,Gonzo,36,6283,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
3Gx0fp4mXr6YU4DONMHqB8,MFREE,35,1510,"['vietnamese hip hop', 'v-pop']"
4hksJgKaus2VEhQO2Umee9,Sol7,35,137281,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
4jIoCS5bJr2TQ2SIbSPnwR,16 BrT,35,4532,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
5TPzMTLOTGx95E7pizHYkP,Bozitt,35,37053,"['vietnamese lo-fi', 'v-pop', 'vietnam indie']"
6oOcfqwwNwjXjYS2beZoKf,Insolent,35,2439,"['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi']"
6JicDimASCwKbuAWbQaixG,ChiuLinh,34,26294,"['vietnamese hip hop', 'vietnam indie', 'v-pop']"
5h0cBKxBX54CqPaQU6tJhk,Haisam,34,94669,"['vietnam indie', 'v-pop', 'vietnamese lo-fi']"
7uOyzPXtHba1TMMQA6HJhk,Long Cao,34,25596,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']"
3AYPFIPDQ5aUUZzQ9OsqEn,Dan Nguyen,38,98008,"['vietnamese bolero', 'bolero', 'vinahouse', 'v-pop']"
4iFNiWhODcMZdmpNkxsTFp,Wowy,34,132398,"['vietnamese hip hop', 'v-pop']"
3mYnd5Nlmdpg4D9rbAqNUD,JGKiD (Da LAB),34,49275,"['v-pop', 'vietnam indie', 'vietnamese hip hop']"
4klhLtpyQWyGGl1MXIzwMh,Hoàng Hải,34,4544,"['v-pop', 'vietnamese bolero', 'bolero']"
60KOzc3SHHzq8PgKHeXB9z,Trungng,33,976,"['vietnamese hip hop', 'v-pop']"
28XrDF0G35BpyybcGaQTzU,prettyXIX,33,11234,"['vietnamese hip hop', 'v-pop']"
7iGWE6DvwRabk2DIgbTJ1n,Tuấn Ngọc,35,113292,"['vietnamese bolero', 'bolero', 'v-pop']"
3XevJv2rTKu5WYtD0LW6om,V#,33,5648,"['vietnamese hip hop', 'v-pop']"
2PQLOJKDN5j1q0q3xltIk8,Quang Lê,37,161475,"['vietnamese bolero', 'bolero', 'v-pop']"
7kE39OIlliCniD1AhI4jsJ,Hakoota,33,5083,"['v-pop', 'vietnam indie']"
4P5sYDkznyMel8jtD0CgE4,Jombie,33,28737,"['vietnamese hip hop', 'vinahouse', 'v-pop', 'vietnamese lo-fi']"
56su1iNcOlGUPEtBoOoJ5D,Datmaniac,32,46210,"['vietnamese hip hop', 'vietnam indie', 'v-pop']"
6S0JgJU2l6ds1EhZUJMQFk,LK,33,35953,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
27yyGKpmW2nU5uUrMv2a2x,Young Milo,32,25147,"['vietnamese hip hop', 'melodic rap']"
53hbIxngriO3apa2SXrS29,Trung Tâm Băng Đĩa Lậu Hải Ngoại,32,39889,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
5KPAddqEN2xZHp4jHxtpvP,Tuấn Vũ,34,66150,"['vietnamese bolero', 'bolero']"
78P4eADp0NwlcU4tsRCBdo,Trường Vũ,35,81790,"['vietnamese bolero', 'bolero']"
2fZ5sWYSqJpL11OqCDr9oY,Dewie,31,19129,"['vietnamese hip hop', 'v-pop', 'melodic rap']"
75wcJQ5meDomIleKGw1T8o,Mr T,31,567,[]
4IiJbbRn328Zxw8mtHb7bo,Cam,31,65634,"['vietnamese hip hop', 'vietnam indie', 'v-pop']"
1gcRVXmxLnwzd7EJn5dLGD,Quang Dũng,34,189584,"['vietnamese bolero', 'v-pop', 'bolero']"
0IMvyEWySP665zddlejaSm,Quang Vinh,33,52885,"['v-pop', 'vietnamese lo-fi']"
2bGV8Wgh1Kb4LPk1jyEnbg,GoAllDay,30,3879,"['vietnamese lo-fi', 'vietnamese hip hop', 'v-pop']"
0UyTscBfKB6ILapfawqhFB,Haukong,30,8351,"['v-pop', 'vietnamese hip hop']"
74WJHQjKr93pw6lxgWAaxM,Ngoc Lan,34,27274,"['vietnamese bolero', 'bolero', 'v-pop']"
2RmVHHCdiQb8yGa0eRhQjP,King Of Rap,31,24165,"['vietnamese hip hop', 'v-pop', 'vinahouse', 'thai pop']"
5sXudh7NFkU6fjQL6BQOj0,Cẩm Ly,33,116169,"['vietnamese bolero', 'v-pop', 'bolero']"
3L2ohE2NX2W5hAauL16VuQ,MinhLai,31,39488,"['vietnamese hip hop', 'v-pop']"
