album,album_type,album_popularity,artists,disc_number,duration_ms,explicit,id,name,popularity,track_number,release_date,genres,stream_counts
"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",single,68,['OneRepublic'],1,148485,False,4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,78,1,2022-05-13,['soft pop'],1901198063.0
Twenty-Five Twenty-One OST Part 4,single,48,['Wonstein'],1,204229,False,2tmX4T7ODY34NwvQ3DD3MC,Your Existence,58,1,2022-02-26,['k-rap'],54954165.0
I love,single,58,['(G)I-DLE'],1,178453,False,6NnCWIWV740gP7DQ8kqdIE,Nxde,67,1,2022-10-17,['k-pop'],279263065.0
A New Kind Of Love (Demo),single,66,"['Frou Frou', 'Imogen Heap', 'Guy Sigsworth']",1,259071,False,3fuyYaLhZ2RoP9eWpvfP1H,A New Kind Of Love - Demo,76,1,2022-04-08,[],139524863.0
Ela Vira Mortal,single,57,"['DJ Vilão DS', 'MC Zudo Boladão', 'DJ Magrin Da DZ7', 'MC PH77']",1,136370,True,28Qri8CIMxJUQauS8YOR7o,Ela Vira Mortal,67,1,2022-08-05,"['brazilian funk', 'funk', 'phonk']",19462370.0
MORE,single,55,['j-hope'],1,180022,False,4XKXphKH76W4zNpkgFS5o2,MORE,65,1,2022-07-01,"['k-pop', 'k-rap']",285935687.0
In The Stars,single,63,['Benson Boone'],1,216410,False,1ei3hzQmrgealgRKFxIcWn,In The Stars,73,1,2022-04-29,[],994672118.0
emails i can't send,album,79,['Sabrina Carpenter'],1,196458,True,32FhTAAjKZaBein150o3Px,because i liked a boy,77,5,2022-07-15,[],337336906.0
Idea 10,single,64,['Gibran Alcocer'],1,128000,False,1lb3H41lbvAN28N7yqRNL9,Idea 10,74,1,2022-07-09,[],194676888.0
memories,single,58,['leadwave'],1,86319,False,4VkRQSpG16JxrXaVlNyWdX,memories,68,1,2022-09-23,['dark ambient'],96368604.0
SNAP,single,67,['Rosa Linn'],1,179551,False,5hx7w26Zi3zafMgvMTUqF6,SNAP,77,1,2022-03-19,[],1200707509.0
SEVENTEEN 4th Album 'Face the Sun',album,66,['SEVENTEEN'],1,201653,False,5kc5p2mwO2GFq93zw5ZFWV,Ash,61,9,2022-05-27,['k-pop'],27193687.0
LET GO,single,60,['Central Cee'],1,174246,True,3zkyus0njMCL6phZmNNEeN,LET GO,70,1,2022-12-15,"['uk drill', 'drill', 'grime']",470199700.0
Car's Outside,single,57,['James Arthur'],1,206966,False,6OmKbLCskNWi1IcfpZbeJc,Car's Outside - Sped Up Version,66,3,2022-08-26,['soft pop'],195592737.0
SOS,album,85,['SZA'],1,278480,True,4PMqSO5qyjpvzhlLI5GnID,Good Days,78,22,2022-12-09,['r&b'],1331671904.0
obsessed,single,60,"['zandros', 'Limi']",1,180110,False,3TKakBgJaTH5INk0WhU4xP,obsessed,70,1,2022-08-12,[],92714267.0
Proof,album,73,['BTS'],1,164952,False,6jjYDGxVJsWS0a5wlVF5vS,Butter,70,18,2022-06-10,['k-pop'],1330119469.0
minisode 2: Thursday's Child,single,60,['TOMORROW X TOGETHER'],1,191038,False,1HsSIPLTQT354yJcQGfEY3,Good Boy Gone Bad,63,2,2022-05-09,['k-pop'],182492118.0
HEROES & VILLAINS,album,82,"['Metro Boomin', 'Don Toliver']",1,191520,True,221qmpQeBNV87sUjQeUTVH,Around Me (feat. Don Toliver),75,7,2022-12-02,[],313824038.0
WHO CARES?,album,65,['Rex Orange County'],1,181506,False,1gH1h30wkQdd9zhY3j7a8T,THE SHADE,71,8,2022-03-11,['bedroom pop'],419157227.0
HEROES & VILLAINS,album,82,"['Metro Boomin', 'Future', 'Chris Brown']",1,182666,True,0vjeOZ3Ft5jvAi9SBFJm1j,Superhero (Heroes & Villains) [with Future & Chris Brown],77,2,2022-12-02,"['rap', 'r&b']",862958272.0
"Honestly, Nevermind",album,73,"['Drake', '21 Savage']",1,218364,True,3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),78,14,2022-06-17,"['rap', 'hip hop']",1123530837.0
The 2nd of Undecimber,album,50,"['TakaseToya', 'emi noda']",1,181133,False,6wGkomWcIw53tCdLa2rBfN,Doushite (feat. Emi Noda),58,6,2022-12-07,['j-pop'],49257383.0
this feeling,single,58,['Øneheart'],1,94333,False,1r232i80xFiNHzSUmrFc01,this feeling,69,1,2022-02-18,['dark ambient'],131507763.0
(MORE) Unsponsored Content,album,59,"['salem ilese', 'TOMORROW X TOGETHER', 'Alan Walker']",1,152214,False,3YQkC6dE9YE9sH1751qqEr,PS5,64,3,2022-10-07,['k-pop'],191517858.0
SPIT IN MY FACE!,single,66,['ThxSoMch'],1,147874,True,1N8TTK1Uoy7UvQNUazfUt5,SPIT IN MY FACE!,76,1,2022-12-20,[],630771934.0
Nicole,album,74,['NIKI'],1,303933,False,21acb66djKRlDPJOXRBCkc,Take A Chance With Me,75,12,2022-08-11,[],266971015.0
RUNRUNRUN,single,62,['Dutch Melrose'],1,140751,False,3jwQt00cvkN57H6ZR75W2K,RUNRUNRUN,72,1,2022-03-25,[],136361533.0
The Forever Story (Extended Version),album,70,"['JID', '21 Savage', 'Baby Tate']",1,229938,True,1udwFobQ1JoOdWPQrp2b6u,Surround Sound (feat. 21 Savage & Baby Tate),76,6,2022-10-31,[],671706524.0
Come Home The Kids Miss You,album,68,['Jack Harlow'],1,173947,True,0wHFktze2PHC5jDt3B17DC,First Class,73,4,2022-05-06,[],888760252.0
I NEVER LIKED YOU,album,75,"['Future', 'Drake', 'Tems']",1,189893,True,59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),80,7,2022-04-29,"['afrobeats', 'hip hop', 'afrobeat', 'alté', 'rap', 'afropop']",1004536591.0
Offering,album,66,['Cults'],1,212736,False,3Z0qLOS0cqWKPHXkbTXmNF,Gilded Lily,76,11,2022-10-26,[],361602210.0
Kirari Remixes (Asia Edition),album,58,['Fujii Kaze'],1,231882,False,51oc6MEsXTpnPn6GOw5VuP,きらり,68,9,2022-01-14,['j-pop'],248800225.0
i used to think i could fly,album,72,['Tate McRae'],1,207120,False,7l9IqDtVWJurTvkQHq1BGh,she's all i wanna be,77,8,2022-05-27,[],549184463.0
Deep Phase Noise,single,75,['Milli Hughes'],1,143654,False,5MOWBRtP53q5yNOtHaMVTh,Deep Phase Noise 1,85,1,2022-02-15,[],590250034.0
SOS,album,85,['SZA'],1,181840,True,2wSTnntOPRi7aQneobFtU4,Shirt,73,19,2022-12-09,['r&b'],565719931.0
Paradise Again,album,71,"['Swedish House Mafia', 'The Weeknd']",1,234000,False,0VO8gYVDSwM1Qdd2GsMoYK,Moth To A Flame (with The Weeknd),78,4,2022-04-15,['edm'],1063756862.0
five seconds flat,album,71,['Lizzy McAlpine'],1,182887,False,2L9N0zZnd37dwF0clgxMGI,ceilings,78,8,2022-04-08,[],690954185.0
Mr. Morale & The Big Steppers,album,78,"['Kendrick Lamar', 'Blxst', 'Amanda Reifer']",1,239026,True,2g6tReTlM2Akp41g0HaeXN,Die Hard,74,4,2022-05-13,"['west coast hip hop', 'hip hop']",376653727.0
Mr. Morale & The Big Steppers,album,78,['Kendrick Lamar'],1,195950,True,0fX4oNGBWO3dSGUZcVdVV2,N95,74,2,2022-05-13,"['west coast hip hop', 'hip hop']",510702922.0
Gentle White Noise,single,65,['Natura Ferox'],1,173500,False,2COPUH8f4mlt1vzZG83zqU,Gentle White Noise - Seamless,75,1,2022-04-18,[],158804855.0
Mr. Morale & The Big Steppers,album,78,['Kendrick Lamar'],2,283642,True,6BU1RZexmvJcBjgagVVt3M,Count Me Out,75,1,2022-05-13,"['west coast hip hop', 'hip hop']",278488358.0
訣愛,single,46,['詹雯婷'],1,189295,False,6la3Kme7O7D01fJPxgpAS5,訣愛 (劇集《蒼蘭訣》片頭曲),56,1,2022-08-15,"['c-pop', 'taiwanese pop', 'mandopop', 'chinese hip hop', 'gufeng']",48211453.0
True Love,single,61,"['Kanye West', 'XXXTENTACION']",1,148571,False,06JvOZ39sK8D8SqiqfaxDU,True Love,72,1,2022-05-27,"['rap', 'emo rap']",334848421.0
Lyfë,album,68,['Yeat'],1,150241,True,6IyoLWzljeR3ldQo4KWHT6,Out thë way,72,3,2022-09-09,['rage rap'],414225526.0
听说你,single,42,"['于冬然', '李艺皓']",1,239095,False,4PKU5mPzC5lEDOLvVJ04As,听说你,52,1,2022-07-12,"['c-pop', 'mandopop']",19746206.0
Stroll,single,41,['Choi Yu Ree'],1,228266,False,33xRp6ZX1DKraRFHR9ZDck,Forest,50,1,2022-08-24,['k-ballad'],7412426.0
Give Or Take,album,68,['GIVĒON'],1,180953,False,6TSO4hwz9WGrEUY7ABGVim,Lost Me,68,10,2022-06-24,['r&b'],184741366.0
K23,album,66,['Kenia OS'],1,139146,False,6Xj014IHwbLVjiVT6H89on,Malas Decisiones,71,10,2022-10-26,['reggaeton mexa'],298282238.0
DS4EVER,album,70,"['Gunna', 'Drake']",1,193346,True,0lEjxUUlKqjqXrVlIHFduD,P power (feat. Drake),73,6,2022-01-13,"['rap', 'melodic rap', 'hip hop']",367998551.0
Luxury,single,47,['D Gerrard'],1,246923,False,1EOWBTE1GPKcxz3wlR08tW,Luxury,57,1,2022-05-26,"['thai hip hop', 'thai pop', 't-pop']",34332045.0
最偉大的作品,album,57,"['Jay Chou', 'Ashin Chen']",1,220693,False,52yAKumXlqPjUsIBlmiMvo,說好不哭,59,4,2022-07-15,"['c-pop', 'taiwanese pop', 'mandopop', 'cantopop', 'gufeng']",127391293.0
Beyond Love,single,39,"['BIG Naughty', '10CM']",1,188706,False,0HsRZwZzHoZ5AM5W2ZYI5c,Beyond Love (Feat. 10CM),49,1,2022-04-20,"['k-rap', 'k-ballad', 'soundtrack']",17642229.0
壱,album,65,['Yuuri'],1,230600,False,4JK1kDUdH9RTBQrrSO1QfR,ベテルギウス,64,1,2022-01-12,['j-pop'],216008716.0
I NEVER LIKED YOU,album,75,['Future'],1,172933,True,1qMMYpVatbRITKCfq1gasi,PUFFIN ON ZOOTIEZ,75,5,2022-04-29,['rap'],517939289.0
Feel Something (Deluxe),album,61,['Jaymes Young'],1,228442,False,219slQu3ALbTSAe9P22hvE,Happiest Year,71,14,2022-01-28,[],526114914.0
最偉大的作品,album,57,"['Jay Chou', 'Gary Yang']",1,270000,False,0TMGJMQJWHhuNY60MEr5jR,等你下課,54,9,2022-07-15,"['c-pop', 'taiwanese pop', 'mandopop', 'cantopop', 'gufeng']",83992904.0
Her Loss,album,76,"['Drake', '21 Savage']",1,214588,True,2ZL7WZcjuYKi1KUDtp4kCC,Spin Bout U,73,6,2022-11-04,"['rap', 'hip hop']",424638051.0
Nicole,album,68,['NIKI'],1,219040,True,6fNQDsCq6LWfwTZnXl2Xsg,High School in Jakarta,66,2,2022-08-12,[],174651886.0
HEROES & VILLAINS,album,82,"['Metro Boomin', 'Travis Scott', '21 Savage']",1,207306,True,4WuOWVnAqvEQxgSRrspBgt,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],71,11,2022-12-02,['rap'],388410485.0
Belly Dancer,single,64,"['Imanbek', 'BYOR']",1,151475,False,7fZBQnc0zXwVybgCIrQQil,Belly Dancer,74,1,2022-02-18,['slap house'],644608799.0
Public Displays Of Affection: The Album,album,61,['Muni Long'],1,204316,True,3ncmoWTwJgx63LwMTyBCXf,Hrs & Hrs,70,7,2022-09-23,[],288764997.0
Nicole,album,74,['NIKI'],1,336000,False,0XZW4ZKXOwo9kCyDpXGNc7,Oceans & Engines,73,10,2022-08-11,[],204603903.0
WASTELAND,album,74,['Brent Faiyaz'],1,216062,True,3XgGQ1wjo5khvq2UImjyNF,ALL MINE,75,6,2022-07-08,['r&b'],398677956.0
The Hardest Love,album,66,['Dean Lewis'],1,163603,False,1aOl53hkZGHkl2Snhr7opL,How Do I Say Goodbye,72,6,2022-11-04,[],571784822.0
Kikito,single,49,"['Engel Montaz', 'Chimbala', 'Leo RD']",1,170084,True,5N7WygWmT8oIz5PqtLYFYz,Kikito,59,1,2022-03-22,['dembow'],3766666.0
Her Loss,album,76,"['Drake', '21 Savage']",1,239359,True,1bDbXMyjaUIooNwFE9wn0N,Rich Flex,73,1,2022-11-04,"['rap', 'hip hop']",888237649.0
WASTELAND,album,74,['Brent Faiyaz'],1,169013,True,2IlT65thKQQw248mhk2PjQ,JACKIE BROWN,69,16,2022-07-08,['r&b'],295913675.0
Her Love Still Haunts Me Like a Ghost,album,72,['Montell Fish'],1,208000,False,3sLTYBYs6lJsFK84t2X7wt,Bathroom,74,7,2022-10-28,[],235479548.0
Baby Lullabies with Soothing Night-time Sounds,album,67,['Nursery Rhymes ABC'],1,201000,False,5NIYDn44f2HrODHWgs33YM,You Are My Sunshine,71,6,2022-01-07,"[""children's music"", 'lullaby']",84271232.0
HEROES & VILLAINS,album,82,"['Metro Boomin', 'Future', 'Don Toliver']",1,90720,True,2N9LEu6Pf8nDcp3GjWJT1Z,I Can't Save You (Interlude) [with Future & feat. Don Toliver],69,9,2022-12-02,['rap'],216833477.0
Her Love Still Haunts Me Like a Ghost,album,72,['Montell Fish'],1,197333,False,2LtCEKs68u3RpNh4wybCF8,Hotel,75,2,2022-10-28,[],427296783.0
Mr. Morale & The Big Steppers,album,78,['Kendrick Lamar'],1,255377,True,5Gt9bxniM1SxN61yRzRhXL,United In Grief,74,1,2022-05-13,"['west coast hip hop', 'hip hop']",307064533.0
是你.,single,42,['政学Zed-X'],1,95121,False,3fiXwwPL7cUvD7BqkHdN0J,是你.,52,1,2022-12-09,"['chinese r&b', 'chinese hip hop', 'c-pop', 'mandopop']",31219357.0
Superache,album,74,['Conan Gray'],1,216094,False,0iNZGC211wst3VjtobNnC5,Family Line,72,8,2022-06-24,[],248704589.0
Nicole,album,74,['NIKI'],1,149840,False,2uOEendbLHR18khIbwooJ1,The Apartment We Won't Share,69,5,2022-08-11,[],36053241.0
RENAISSANCE,album,73,['Beyoncé'],1,225388,True,1xzi1Jcr7mEi9K2RfzLOqS,CUFF IT,72,4,2022-07-29,[],869210120.0
Inside (Deluxe),album,63,['Mother Mother'],1,215040,False,0kYMwaQWABTkFff8AZjmYI,Hayloft II,72,16,2022-01-28,[],279264541.0
Stick Season,album,80,['Noah Kahan'],1,182346,False,0mflMxspEfB0VbI1kyLiAv,Stick Season,84,2,2022-10-14,[],1410170466.0
Nicole,album,68,['NIKI'],1,236533,True,4x2PkqSLtuwv53hLqq4GiY,Backburner,73,3,2022-08-12,[],177755355.0
Deep Down (feat. Never Dull),single,64,"['Alok', 'Ella Eyre', 'Kenny Dope', 'Never Dull']",1,165752,False,7MIhUdNJtaOnDmC5nBC1fb,Deep Down (feat. Never Dull),74,1,2022-06-17,"['electronic', 'brazilian bass', 'lo-fi house', 'electro house', 'nu disco', 'disco house', 'funky house', 'slap house']",446325435.0
In My Room,single,64,['Chance Peña'],1,177609,False,7CiDwKE62N6ey3LyG6s7xc,In My Room,74,1,2022-05-06,[],365774037.0
Midnight Guest,single,50,['fromis_9'],1,204293,False,7B9W7Qsy5M2kyUNjQYIEG8,DM,59,2,2022-01-17,"['k-pop', 'bubblegum pop']",58680136.0
JAMIE,album,71,['Montell Fish'],1,132000,False,4kJT7Yj6Za01KfKHjb7mZE,Fall in Love with You.,74,3,2022-07-22,[],463462514.0
Harry's House,album,81,['Harry Styles'],1,245964,False,6uvh0In7u1Xn4HgxOfAn8O,Matilda,75,7,2022-05-20,[],587693728.0
Words (feat. Zara Larsson),single,60,"['Alesso', 'Zara Larsson']",1,142677,False,1bgKMxPQU7JIZEhNsM1vFs,Words (feat. Zara Larsson),71,1,2022-04-22,['edm'],448691771.0
Mr. Morale & The Big Steppers,album,78,['Kendrick Lamar'],1,202285,True,1QPreu0BNOrUfEb8HTd2qG,Rich Spirit,73,7,2022-05-13,"['west coast hip hop', 'hip hop']",321095808.0
So life goes on,single,39,['Heo Hoy Kyung'],1,194633,False,046Gh1kXtPynYPaKep5M8E,So life goes on,50,1,2022-01-07,['k-ballad'],6761381.0
Sonorous Dream,single,60,['Aileron'],1,179000,False,5DqjEVkM7PA3bMaEhkrUdb,Quantum White,71,3,2022-02-17,[],84776995.0
Ruido Blanco,single,61,['Ardeon'],1,173000,False,0dZ1XVpB6DEVwCpk0kRNG4,Ruido Profundo,72,2,2022-03-11,[],101087180.0
Walk Me Home...,single,69,['Benson Boone'],1,172514,False,33vZRjxJScapmRShRJq8I0,NIGHTS LIKE THESE,77,5,2022-07-29,[],159509220.0
Thee Sacred Souls,album,69,['Thee Sacred Souls'],1,174706,False,4zIeRcsaho6lZuaXEYR1y3,Easier Said Than Done,72,3,2022-08-26,['retro soul'],109118173.0
KU LO SA - A COLORS SHOW,single,60,['Oxlade'],1,147580,False,2WigMwGJysIh9fRnSJvpjn,KU LO SA - A COLORS SHOW,71,1,2022-06-10,"['afrobeats', 'afroswing', 'afrobeat', 'alté', 'afro soul', 'afropop']",366196913.0
Lyfë,album,68,"['Yeat', 'Lil Uzi Vert']",1,176124,True,1a019wP7IdYLexwbmfZPm3,Flawlëss (feat. Lil Uzi Vert),68,1,2022-09-09,"['rage rap', 'melodic rap']",281412781.0
Monalisa,single,59,"['Lojay', 'Sarz', 'Chris Brown']",1,212975,False,3baPniPXS0iEII8rDUJdYP,Monalisa,69,1,2022-05-19,"['afrobeats', 'amapiano', 'r&b', 'afrobeat', 'alté', 'afropop']",202615794.0
Nicole,album,74,['NIKI'],1,232800,False,0W5o1Kxw1VlohSajPqeBMF,Autumn,69,9,2022-08-11,[],46146450.0
Un Verano Sin Ti,album,87,"['Bad Bunny', 'The Marías']",1,244444,False,0E0DRHf5PfMeor0ZCwB3oT,Otro Atardecer,76,17,2022-05-06,"['urbano latino', 'reggaeton', 'bedroom pop', 'latin', 'trap latino']",514989591.0
Ferrari,single,64,"['James Hype', 'Miggy Dela Rosa']",1,186661,False,4zN21mbAuaD0WqtmaTZZeP,Ferrari,74,1,2022-04-01,"['tech house', 'house']",717313186.0
カメレオン,single,52,['King Gnu'],1,193990,False,0J0P8iSE6l3pYHbUdNFYdS,カメレオン,62,1,2022-02-28,"['j-pop', 'anime', 'j-rock']",122444895.0
アンサンブル・プレイ,album,59,"['Creepy Nuts', 'Ayase', 'Lilas']",1,172026,False,7FiTlLKW0Knj8rm7lMa9N7,ばかまじめ,59,10,2022-09-07,"['j-rap', 'j-pop', 'anime', 'vocaloid']",61509363.0
DS4EVER,album,70,"['Gunna', 'Future', 'Young Thug']",1,136266,True,3XOalgusokruzA5ZBA2Qcb,pushin P (feat. Young Thug),66,2,2022-01-13,"['trap', 'rap', 'melodic rap']",394762647.0
Afraid To Feel,single,65,['LF SYSTEM'],1,177524,False,40SBS57su9xLiE1WqkXOVr,Afraid To Feel,75,1,2022-05-02,[],470003616.0
YOUNHA 6th Album Repackage 'END THEORY : Final Edition',album,42,['Younha'],1,300786,False,6RBziRcDeiho3iTPdtEeg9,Event Horizon,50,11,2022-03-30,['k-ballad'],27476172.0
Lovey Dovey,single,42,['BIG Naughty'],1,216280,False,4p4yxplNCSmt9xfaAMpcd5,Vancouver,50,2,2022-05-04,"['k-rap', 'k-ballad']",16226144.0
Tak Segampang Itu,single,66,['Anggi Marito'],1,231100,False,26cvTWJq2E1QqN4jyH2OTU,Tak Segampang Itu,76,1,2022-12-02,"['indonesian pop', 'malay']",558715526.0
World Hold On (Children Of The Sky) [FISHER Rework],single,64,"['Bob Sinclar', 'FISHER', 'Steve Edwards']",1,178304,False,6kTwzV93qpcovlRPmBOXmn,World Hold On (Children Of The Sky) - FISHER Rework,74,1,2022-07-08,"['disco house', 'tech house', 'house', 'techno', 'french house']",420397682.0
Dinner in America Soundtrack,single,61,['John + Jane Q. Public'],1,110110,True,03W2WiY9OSnUI4F9dy9L60,Watermelon,71,1,2022-05-31,[],50223670.0
2MS,single,57,['Nemzzz'],1,108169,True,0rwOtnvfoBHa443aTwjSlu,2MS,68,1,2022-02-24,"['uk drill', 'drill']",146975447.0
Something in the Orange,single,71,['Zach Bryan'],1,228013,False,3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,81,1,2022-04-22,"['red dirt', 'country']",1194215720.0
壱,album,65,['Yuuri'],1,286360,False,4kPlQKwtPrnqLgrmmKFSlA,ドライフラワー,63,2,2022-01-12,['j-pop'],295537607.0
Kembali Pulang,single,64,"['Suara Kayu', 'Feby Putri']",1,207898,False,6xeqCawPZngDVqw2W2aGaR,Kembali Pulang,75,1,2022-10-28,"['indonesian pop', 'indonesian indie']",276443249.0
Where Did You Go (feat. MNEK),single,59,"['Jax Jones', 'MNEK']",1,177689,False,3sa06xVNmLLYIxdNNmVQN8,Where Did You Go? (feat. MNEK),69,1,2022-02-04,[],440116853.0
Fake ID (Coke & Rum Remix),single,61,"['Riton', 'Kah-Lo', 'GEE LEE']",1,126720,True,2VuzBUB5V9AlpniCUhaszP,Fake ID (Coke & Rum Remix),71,1,2022-12-15,['house'],157057061.0
Her Loss,album,76,"['Drake', '21 Savage']",1,399153,True,0sSRLXxknVTQDStgU1NqpY,Hours In Silence,70,7,2022-11-04,"['rap', 'hip hop']",188208381.0
人生，起起落落落落落？,album,50,['Firdhaus'],1,254067,False,1VqdJfu2R0jnR1VGrTpqEB,人生，起起落落落落落？,57,5,2022-10-21,"['chinese r&b', 'taiwanese pop', 'c-pop', 'mandopop']",17387063.0
Call It Love,single,61,"['Felix Jaehn', 'Ray Dalton']",1,154560,False,5YdnOm5990Kfq1Jodws98B,Call It Love,71,1,2022-09-16,['tropical house'],360469019.0
B.O.T.A. (Baddest Of Them All),single,60,"['Eliza Rose', 'Interplanetary Criminal']",1,226626,False,39JofJHEtg8I4fSyo7Imft,B.O.T.A. (Baddest Of Them All) - Edit,70,1,2022-08-12,"['breakbeat', 'uk garage', 'house']",379348886.0
Starlight,single,59,['Dave'],1,211935,True,531KGXtBroSrOX9LVmiIgc,Starlight,70,1,2022-03-03,"['uk drill', 'drill', 'grime']",344460985.0
縱橫四海,album,50,['Ronghao Li'],1,257251,False,4p9jbhD6N7HpuECGusu6iT,烏梅子醬,56,9,2022-12-21,"['taiwanese pop', 'c-pop', 'mandopop']",47227424.0
Give Or Take,album,68,['GIVĒON'],1,192257,False,1TlTzdsEpgfsmbuNfYmWfG,For Tonight,63,9,2022-06-24,['r&b'],283630334.0
Tell Me Why (MEDUZA Remix),single,59,"['Supermode', 'MEDUZA']",1,171428,False,7jrMFjEq0t09f7m3HnnWXl,Tell Me Why - MEDUZA Remix,69,1,2022-09-02,[],204690129.0
Buckles Laboratories Presents: The Intermission,single,61,['Mariah the Scientist'],1,202519,False,4MbzauKV2ydtZZjLsPcuTF,Spread Thin,70,3,2022-03-11,['alternative r&b'],156415302.0
Boy Alone,album,66,['Omah Lay'],1,183056,False,1wADwLSkYhrSmy4vdy6BRn,soso,72,11,2022-07-14,"['afrobeats', 'afroswing', 'afrobeat', 'alté', 'afro soul', 'afropop']",261585512.0
Agony,album,65,['Take Care'],1,103500,False,4JdYapRlYv67LnjrkDhZVX,"Think Of Me Once In A While, Take Care",71,9,2022-09-10,['slowcore'],118534524.0
JAMIE,album,71,['Montell Fish'],1,146000,False,40Fmr4mXhz4PtrMAPTnoXB,Destroy Myself Just For You,71,8,2022-07-22,[],214105404.0
WASTELAND,album,74,['Brent Faiyaz'],1,162006,True,0e0JshRej2NwT7jahEmv52,ROLLING STONE,68,10,2022-07-08,['r&b'],142763768.0
Only Built For Infinity Links,album,62,"['Quavo', 'Takeoff']",1,142657,True,4vVjPTApwXZwB2H3mBq3ml,HOTEL LOBBY (Unc & Phew),68,3,2022-10-07,[],464841615.0
Heaven Is A Place On Earth,single,58,"['W&W', 'AXMO']",1,165000,False,6FAmtZoa7jq6bH9GBjCRkM,Heaven Is A Place On Earth,68,1,2022-12-16,"['big room', 'edm', 'hardstyle']",100832436.0
Restful White Noise,single,57,['Naturelle'],1,123592,False,006nnWonryJaAktux75zAs,Close Your Eyes and Listen,65,2,2022-02-08,[],36629060.0
Perayaan Patah Hati - Babak 1,album,71,['For Revenge'],1,250000,False,0PtJbtW50jcvvswNPn3QGd,Serana,77,5,2022-09-06,"['pop punk', 'indonesian pop', 'indonesian indie', 'indorock']",430082698.0
Moment of Truth,album,70,['The Red Clay Strays'],1,232917,False,1HbzxLqpNVPdiBXvpC7Ovb,Wondering Why,78,4,2022-04-29,['country'],261284502.0
Best Day of My Life,album,58,['Tom Odell'],1,146895,True,1GIsnE71uUtWvGpvnJCTXO,Best Day Of My Life,65,1,2022-10-28,[],95748641.0
NO STYLIST,album,64,['Destroy Lonely'],1,180000,True,0MXemkrh7WpAfiafcGQwZO,NOSTYLIST,67,5,2022-08-12,['rage rap'],129760365.0
Sleep is Exhausting,single,67,['Teddy Swims'],1,175081,False,3YeBXUEWIjCtcsv0tULpz8,Devil in a Dress,75,1,2022-11-04,[],108852680.0
from our Memento Box,single,46,['fromis_9'],1,195653,False,3pqgVtpnQbBAZoWT4AEm1B,Stay This Way,53,2,2022-06-27,"['k-pop', 'bubblegum pop']",23993896.0
Peaceful Noise,single,56,['Hz Catchers'],1,144149,False,4LGg8tvQxix9thK83jjhm1,I Wake Up With Noise,66,2,2022-01-11,[],48332536.0
Noise For Relaxation,single,59,['Ambi Val'],1,152681,False,0si1zT7kLVP0SECUsm9uPn,Noise Rest,69,3,2022-02-08,[],66960790.0
White Tonality,single,56,['Blazerod'],1,177000,False,3BAUrjO1MvnrTPtEGje79S,White Tonality,66,1,2022-03-21,[],42812367.0
Paradise Again,album,71,"['Swedish House Mafia', 'Connie Constance']",1,214071,False,3nEHrvNNtgLv9rneTAYVr4,Heaven Takes You Home (feat. Connie Constance),72,2,2022-04-15,['edm'],313308903.0
"I Love Life, Thank You",album,65,"['Mac Miller', 'The Temper Trap']",1,162875,True,2z9iuAxKv4TTeCrPAxxKg9,Love Lost,74,5,2022-07-22,[],323680626.0
Shackles,single,61,['Steven Rodriguez'],1,154500,False,1nFusfst42jPWjXa8EAhyE,Shackles,71,1,2022-02-07,[],84576174.0
Up and Away,album,63,"['Σtella', 'Redinho']",1,158359,False,6DYLWAdxEJvwWmT7EkeDkX,Charmed,71,4,2022-06-17,[],116699723.0
Матушка,single,49,['Татьяна Куртукова'],1,172993,False,1K6axkQVqzv1votwRFy9FB,Матушка,59,1,2022-11-04,[],8899631.0
"Quevedo: Bzrp Music Sessions, Vol. 52",single,67,"['Bizarrap', 'Quevedo']",1,198937,False,2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",78,1,2022-07-06,"['urbano latino', 'argentine trap', 'reggaeton', 'trap latino']",1858125482.0
Si No Estás,single,67,['iñigo quintero'],1,184061,False,2HafqoJbgXdtjwCOvNEF14,Si No Estás,77,1,2022-09-23,[],836397272.0
Immigrant,album,52,['Xcho'],1,148148,False,75C98tVaHUtjYZTIcy9U7U,Ты и Я,57,5,2022-05-20,[],99988983.0
Un Verano Sin Ti,album,87,"['Bad Bunny', 'Chencho Corleone']",1,178567,True,6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,79,3,2022-05-06,"['urbano latino', 'latin', 'reggaeton', 'trap latino']",2004606029.0
壱,album,65,['Yuuri'],1,238973,False,3eg3igrhEhzk8bqqRz6XCt,レオ,60,7,2022-01-12,['j-pop'],71885003.0
Un Verano Sin Ti,album,87,['Bad Bunny'],1,243716,True,1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,79,4,2022-05-06,"['urbano latino', 'latin', 'reggaeton', 'trap latino']",1665708331.0
2 Alivë,album,65,['Yeat'],1,154786,True,37nYSBS0MfRCm913QwCCYo,On tha linë,66,8,2022-02-18,['rage rap'],195900744.0
