album,album_type,album_popularity,artists,available_markets,disc_number,duration_ms,explicit,id,is_local,is_playable,name,popularity,track_number,type,release_date,genres
The Night in Question: French Exit Outtakes,album,65,['TV Girl'],185,1,152000,False,4NUhcsz9E1LrBe8nXLZqzp,False,True,It Almost Worked,74,4,track,2020-05-01,[]
minor,single,74,['Gracie Abrams'],184,1,185172,False,5meVa5klVlJalupZTvv5XX,False,True,21,72,2,track,2020-07-14,[]
Welcome to O'Block,album,72,['King Von'],185,1,122680,True,2297mxrYLBAC4XkhXs39If,False,True,Armed & Dangerous,75,1,track,2020-10-30,['drill']
SAVAGE MODE II,album,75,"['21 Savage', 'Metro Boomin', 'Young Thug']",185,1,190331,True,3ruoIF2UnoXdzK8mR61ebq,False,True,Rich Nigga Shit (feat. Young Thug),73,5,track,2020-10-02,"['trap', 'rap', 'melodic rap']"
Frère Jacques,single,61,['Adelmar Borrego'],185,1,100562,False,147gCksvDRmjG1pO51ZCcf,False,True,"Twinkle, Twinkle, Little Star",71,2,track,2020-01-31,[]
The New Abnormal,album,71,['The Strokes'],185,1,309053,False,5ruzrDWcT0vuJIOMW7gMnW,False,True,The Adults Are Talking,76,1,track,2020-04-10,"['alternative rock', 'indie rock', 'garage rock']"
THE END OF EVERYTHING,album,68,['Noah Cyrus'],185,1,156106,False,6J2LdBN97cDWn0MLxYh9HB,False,True,July,77,6,track,2020-05-15,[]
The Slow Rush,album,73,['Tame Impala'],184,1,237800,False,5hM5arv9KDbCHS0k9uqwjr,False,True,Borderline,78,3,track,2020-02-14,"['psychedelic pop', 'indie']"
Krystal,album,63,['Matt Maltese'],185,1,79989,False,79rfskJwK9NLN3p5cdccth,False,True,Intolewd,66,6,track,2020-11-20,[]
The Lo-Fis,album,74,['Steve Lacy'],185,1,90708,False,6M0EP76qW9TG4SNU0agu94,False,True,Uuuu,72,5,track,2020-12-04,[]
Y Que Fue?,single,59,['Don Miguelo'],185,1,163759,False,5UcVIU1tsbN7ZsOSpR8AFD,False,True,Y Que Fue?,69,1,track,2020-07-29,['dembow']
Life Is Good (feat. Drake),single,59,"['Future', 'Drake']",185,1,237735,True,5yY9lUy8nbvjM1Uyo1Uqoc,False,True,Life Is Good (feat. Drake),69,1,track,2020-01-10,"['rap', 'hip hop']"
all the things i never said,single,67,['Tate McRae'],185,1,175026,False,7l97ElWmIdVHWUaOeeU5ZC,False,True,that way,75,3,track,2020-01-24,[]
BLAME IT ON BABY,album,63,"['DaBaby', 'Roddy Ricch']",184,1,181733,True,7ytR5pFWmSjzHJIeQkgog4,False,True,ROCKSTAR (feat. Roddy Ricch),72,7,track,2020-04-17,['melodic rap']
刻在我心底的名字 (Your Name Engraved Herein),single,46,['Crowd Lu'],185,1,320165,False,3OC84eKMxRJ4x0Hcwl9i4i,False,True,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,57,1,track,2020-08-25,"['taiwanese indie', 'c-pop', 'taiwanese pop', 'mandopop', 'chinese indie']"
Freak Show,single,55,"['Punkinloveee', 'H3artcrush']",185,1,125361,True,2Rb6nYmuLEblpq4KIAjngL,False,True,Freak Show,65,1,track,2020-06-09,['hyperpop']
"CoComelon Kids Hits, Vol. 2",album,61,['CoComelon'],184,1,130496,False,3NEgsdTwk3tIjt6x4d2VzE,False,True,Rock-a-Bye Baby,59,9,track,2020-01-24,"[""children's music"", 'lullaby']"
Whole Lotta Red,album,77,['Playboi Carti'],184,1,124093,True,4CzhtKifG867Lu5DNQVBSA,False,True,Vamp Anthem,69,12,track,2020-12-25,['rage rap']
songs,album,76,['Adrianne Lenker'],185,1,189464,False,6PBanBy8L1K2Ry4UN186XH,False,True,forwards beckon rebound,76,4,track,2020-10-23,[]
songs,album,76,['Adrianne Lenker'],185,1,250198,False,11hEwcy9LMEvzAlOYAFhkK,False,True,"not a lot, just forever",75,9,track,2020-10-23,[]
Laugh Now Cry Later (feat. Lil Durk),single,62,"['Drake', 'Lil Durk']",184,1,261492,True,2SAqBLGA283SUiwJ3xOUVI,False,True,Laugh Now Cry Later (feat. Lil Durk),72,1,track,2020-08-14,"['rap', 'drill', 'hip hop']"
Legends Never Die,album,78,['Juice WRLD'],184,1,194621,True,2U5WueTLIK5WJLD7mvDODv,False,True,Wishing Well,76,15,track,2020-07-10,"['emo rap', 'melodic rap']"
盗作,album,57,['ヨルシカ'],184,1,241226,False,3FUqp10RhCmMjyyB9extmo,False,True,花に亡霊,59,14,track,2020-07-29,"['japanese indie', 'j-pop', 'j-rock', 'anime']"
Legends Never Die,album,78,['Juice WRLD'],184,1,168684,True,21CkzgKCBCq5V4XKjiGSIj,False,True,Stay High,71,19,track,2020-07-10,"['emo rap', 'melodic rap']"
Sweet Action,album,63,['Jack Harlow'],185,1,139741,True,1jaTQ3nqY3oAAYyCTbIvnM,False,True,WHATS POPPIN,70,1,track,2020-03-13,[]
Dark Lane Demo Tapes,album,74,"['Drake', 'Playboi Carti']",184,1,149077,True,6Kj17Afjo1OKJYpf5VzCeo,False,True,Pain 1993 (with Playboi Carti),71,10,track,2020-05-01,"['rap', 'rage rap', 'hip hop']"
songs,album,76,['Adrianne Lenker'],185,1,128700,False,1i8dJGpKO0xQiKGCVslJqB,False,True,half return,72,6,track,2020-10-23,[]
Remember That Night?,single,58,['Sara Kays'],185,1,227186,False,1nYzjrdVQ8RpF93M0jPFW7,False,True,Remember That Night?,69,1,track,2020-11-06,[]
Virgo World,album,65,['Lil Tecca'],184,1,98413,True,2WxUIiq06XXPYWl9YcRJnD,False,True,Our Time,71,1,track,2020-09-18,"['rap', 'melodic rap']"
Whole Lotta Red,album,77,['Playboi Carti'],184,1,193574,True,3cWmqvMwVQKDigWLSZ3w9h,False,True,Rockstar Made,65,1,track,2020-12-25,['rage rap']
间距,single,43,['en'],185,1,283969,False,4U0bL1ouvksMgvXU2aKq4O,False,True,间距,54,1,track,2020-11-10,"['chinese r&b', 'c-pop', 'mandopop']"
Head & Heart (feat. MNEK),single,62,"['Joel Corry', 'MNEK']",183,1,166028,False,6cx06DFPPHchuUAcTxznu9,False,True,Head & Heart (feat. MNEK),73,1,track,2020-07-03,['dance pop']
Fallin',album,62,['StaySolidRocky'],184,1,147800,True,3IJYUaN3tx04S4TYyZHKoP,False,True,Party Girl,72,3,track,2020-07-15,[]
strobo,album,53,['Vaundy'],180,1,224804,False,1pCcNaCodPssCc8Aq68gPS,False,True,Kaiju no Hanauta,54,4,track,2020-05-27,"['japanese indie', 'j-pop', 'j-rock']"
The Thrill (feat. Empire of the Sun),single,64,"['Wiz Khalifa', 'Empire Of The Sun']",184,1,234333,True,56oGoEjA9eTZYgsttEFKY3,False,True,The Thrill,75,1,track,2020-11-11,['rap']
Afterglow,single,55,['Ed Sheeran'],185,1,185486,False,0E4Y1XIbs8GrAT1YqVy6dq,False,True,Afterglow,65,1,track,2020-12-21,['soft pop']
Leave It Beautiful,album,48,['Astrid S'],184,1,204989,False,4YwIOEhqg57IX2QasbetBi,False,True,It's Ok If You Forget Me,56,4,track,2020-10-16,['norwegian pop']
Dark Lane Demo Tapes,album,74,['Drake'],184,1,192931,True,5H4mXWKcicuLKDn4Jy0sK7,False,True,Time Flies,71,7,track,2020-05-01,"['rap', 'hip hop']"
Future Nostalgia,album,76,['Dua Lipa'],181,1,258004,False,4rPkN1FMzQyFNP9cLUGIIB,False,True,Love Again,70,8,track,2020-03-27,['pop']
Future Nostalgia,album,76,['Dua Lipa'],181,1,193829,False,3AzjcOeAmA57TIOr9zF1ZW,False,True,Physical,71,4,track,2020-03-27,['pop']
528 Hz Meditation Music,album,71,"['Miracle Tones', 'Solfeggio Healing Frequencies MT']",185,1,135874,False,4sjYK1CGjM95Y72qIJJQ8t,False,True,528 Hz Dreamscape for Positive Transformation,64,9,track,2020-10-23,[]
Golden Hour,album,67,"['Kygo', 'Whitney Houston']",185,1,228267,False,1kKYjjfNYxE0YYgLa7vgVY,False,True,Higher Love,74,10,track,2020-05-29,['tropical house']
FRANCHISE (feat. Young Thug & M.I.A.),single,60,"['Travis Scott', 'Young Thug', 'M.I.A.']",185,1,202794,True,4jVBIpuOiMj1crqd8LoCrJ,False,True,FRANCHISE (feat. Young Thug & M.I.A.),70,1,track,2020-09-25,"['trap', 'rap', 'melodic rap']"
Legends Never Die,album,78,"['Juice WRLD', 'Marshmello']",184,1,205484,True,2Y0wPrPQBrGhoLn14xRYCG,False,True,Come & Go (with Marshmello),73,12,track,2020-07-10,"['emo rap', 'melodic rap', 'edm']"
Heaven Or Hell,album,74,['Don Toliver'],185,1,167915,True,527k23H0A4Q0UJN3vGs0Da,False,True,After Party,71,4,track,2020-03-13,[]
CEREMONY,album,60,['King Gnu'],185,1,276373,False,172fMG26G2OoEzzg0wn26r,False,True,白日,63,5,track,2020-01-15,"['j-pop', 'anime', 'j-rock']"
Stop Staring At the Shadows,album,69,['$uicideboy$'],185,1,168489,True,30QR0ndUdiiMQMA9g1PGCm,False,True,"...And to Those I Love, Thanks for Sticking Around",73,12,track,2020-02-14,"['horrorcore', 'dark trap', 'punk rap', 'cloud rap', 'emo rap', 'underground hip hop']"
A N N I V E R S A R Y,album,68,['Bryson Tiller'],185,1,193702,False,5TXQCMKN6TgemTL3c4wRTn,False,True,Sorrows,73,6,track,2020-10-02,['r&b']
Fuck The World,album,72,['Brent Faiyaz'],185,1,223629,True,5PvVkf1Yuq3XyMqqjPiKPd,False,True,Been Away,73,3,track,2020-02-07,['r&b']
JANNABI's Small Pieces l,single,42,['JANNABI'],184,1,187000,False,4YaKlkNVJNbrIqN82EKFsQ,False,True,A thought on an autumn night,50,1,track,2020-11-06,"['k-ballad', 'k-rock']"
folklore,album,82,['Taylor Swift'],184,1,220042,False,6MWoRt97mnSTXZhu3ggi9C,False,True,hoax,61,16,track,2020-07-24,[]
The Slow Rush,album,73,['Tame Impala'],184,1,432560,False,0mO6oS60RST2sWmN2FKknP,False,True,One More Hour,69,12,track,2020-02-14,"['psychedelic pop', 'indie']"
Punisher,album,69,['Phoebe Bridgers'],185,1,344692,False,0pJW1Xw3aY4Eh6k5iuBkfI,False,True,I Know The End,71,11,track,2020-06-18,[]
NAN CHUN,single,41,['SE SO NEON'],185,1,229493,False,4TBHfv2isYco3fNKjQ8oSI,False,True,NAN CHUN,51,1,track,2020-05-10,"['japanese indie', 'k-rock']"
Lil Boat 3.5,album,64,"['Lil Yachty', 'Future', 'Playboi Carti']",184,1,170858,True,5Ryu0SlsYjKh78RkJUONFr,False,True,Flex Up (feat. Future & Playboi Carti),71,2,track,2020-11-27,"['rap', 'rage rap']"
strobo,album,53,['Vaundy'],180,1,258857,False,6IjINOLuPnJFOKBXt0XzC8,False,True,Tokyo Flash,53,3,track,2020-05-27,"['japanese indie', 'j-pop', 'j-rock']"
Studying Abroad: Extended Stay,album,60,"['Masego', 'Don Toliver']",184,1,228453,False,0bkTdkWwGk3OGFX0afD3Wj,False,True,Mystery Lady,67,3,track,2020-11-13,[]
The New Toronto 3,album,63,['Tory Lanez'],184,1,132023,True,4xqIYGwwZTEem9U8A42SPF,False,True,Broke In A Minute,71,7,track,2020-04-10,[]
Fuck The World,album,72,['Brent Faiyaz'],185,1,110128,True,2J6OF7CkpdQGSfm1wdclqn,False,True,Clouded,75,2,track,2020-02-07,['r&b']
Will I See You Again?,single,60,['Thee Sacred Souls'],185,1,240653,False,4R5GN0mBvb6jkRj3Zvyhkl,False,True,Will I See You Again?,71,1,track,2020-12-01,['retro soul']
DÁKITI,single,65,"['Bad Bunny', 'JHAYCO']",185,1,205090,True,47EiUVwUp4C9fGccaPuUCS,False,True,DÁKITI,75,1,track,2020-10-30,"['urbano latino', 'latin', 'reggaeton', 'trap latino']"
The Business,single,60,['Tiësto'],184,1,164000,False,6f3Slt0GbA2bPZlz0aIFXN,False,True,The Business,71,1,track,2020-09-16,"['big room', 'house', 'edm', 'dance', 'trance']"
Jalebi Baby,single,55,['Tesher'],184,1,189375,False,6GKGoi0FHzldk1ZRQoV1fv,False,True,Jalebi Baby,65,1,track,2020-11-13,[]
Top Shotta,album,65,"['NLE Choppa', 'Roddy Ricch']",185,1,173288,True,1Z0cZI0UzNbP9L8MzzGxqf,False,True,Walk Em Down (feat. Roddy Ricch),68,6,track,2020-08-07,['melodic rap']
Mela!,single,53,['Ryokuoushoku Shakai'],185,1,242066,False,6IO5nn84TKArsi3cjpIqaD,False,True,Mela!,63,1,track,2020-04-13,"['j-pop', 'anime', 'j-rock']"
Selamat Ulang Tahun,album,71,['Nadin Amizah'],185,1,315960,False,630DpnzdfjdVqv2yLfPbAX,False,True,Bertaut,76,6,track,2020-05-28,"['indonesian pop', 'indonesian indie']"
Suicidal (Remix) [feat. Juice WRLD],single,59,"['YNW Melly', 'Juice WRLD']",185,1,225857,True,4S2uhQE8L9V6p7rj7SiauJ,False,True,Suicidal (feat. Juice WRLD) - Remix,70,1,track,2020-03-13,"['emo rap', 'melodic rap']"
交換餘生,single,47,['JJ Lin'],185,1,276338,False,4daA20tBusVX29bUWgd8Dw,False,True,交換餘生,57,1,track,2020-09-16,"['taiwanese pop', 'c-pop', 'mandopop']"
if u could see me cryin' in my room,single,58,"['Arash Buana', 'raissa anggiani']",183,1,256867,False,13sOb9V6Y3uCnRxY9HIZqP,False,True,if u could see me cryin' in my room,69,1,track,2020-06-12,[]
PARTYPACK,album,62,['PARTYNEXTDOOR'],185,1,174306,True,2SWbnWSe1onmbllRAU46uo,False,True,PERSIAN RUGS,68,1,track,2020-10-16,['r&b']
你想要的,single,41,['颜人中'],185,1,232758,False,5ulbeVPDoTA9AalmRHAUDt,False,True,你想要的,51,1,track,2020-03-28,"['chinese r&b', 'c-pop', 'mandopop']"
The Ringmaster,album,60,['Bakermat'],179,1,180842,False,780be5fB7823aHG06mwTat,False,True,Baianá,70,4,track,2020-10-09,['tropical house']
STRAY SHEEP,album,64,['Kenshi Yonezu'],185,1,196386,False,3ILWwi1JNj3NGuuf6DzYxN,False,True,Flamingo,57,2,track,2020-08-05,"['j-pop', 'anime', 'j-rock']"
Control,single,57,['Zoe Wees'],183,1,230880,False,50Td3qilgs8BLtv8mHyT1t,False,True,Control,68,1,track,2020-03-13,[]
小時候的我們,album,49,['Eric Chou'],185,1,296987,False,0ztR7sCDXwCU5I8QJKemSU,False,True,我很快樂,54,10,track,2020-01-07,"['chinese r&b', 'taiwanese pop', 'c-pop', 'mandopop']"
Whole Lotta Red,album,77,['Playboi Carti'],184,1,166234,True,08dz3ygXyFur6bL7Au8u8J,False,True,Over,68,20,track,2020-12-25,['rage rap']
Shoot For The Stars Aim For The Moon (Deluxe),album,66,"['Pop Smoke', 'A Boogie Wit da Hoodie']",184,1,190534,True,2r6OAV3WsYtXuXjvJ1lIDi,False,True,Hello (feat. A Boogie Wit da Hoodie),69,30,track,2020-07-20,"['new york drill', 'melodic rap', 'drill', 'brooklyn drill']"
STRAY SHEEP,album,64,['Kenshi Yonezu'],185,1,264533,False,6H0PLsSYMzDOqhLgyOlzIj,False,True,感電,64,3,track,2020-08-05,"['j-pop', 'anime', 'j-rock']"
A Letter,single,46,['Firdhaus'],185,1,246000,False,6w7LuFlBLYoIuOsuzdYOJ9,False,True,阿拉斯加海湾,56,1,track,2020-11-20,"['chinese r&b', 'taiwanese pop', 'c-pop', 'mandopop']"
Wake Me Up In Paris,single,55,"['Anthony Keyrouz', 'Paradigm']",185,1,136946,False,4dq7XLDmFHNwc1yqL339qT,False,True,Wake Me Up In Paris,65,1,track,2020-10-02,['slap house']
Shhh Baby Sleep Settling Tool,album,60,"['Dream Supplier', 'Baby Sleeps']",185,1,142221,False,3hS1SjSgquGR8Dj1Ypp88R,False,True,Shhh Baby Shusher Sleep - Soft Female Voice (Loopable),69,3,track,2020-04-22,[]
WUNNA,album,66,"['Gunna', 'Young Thug']",185,1,197760,True,3nS9a01VvXHQriLqJYwRqG,False,True,DOLLAZ ON MY HEAD (feat. Young Thug),67,5,track,2020-05-22,"['trap', 'rap', 'melodic rap']"
‎Good Night Good Dream,single,39,['Nerd Connection'],184,1,265983,False,3s761CQaziQ0GEN1yUkIsG,False,True,‎Good Night Good Dream,50,1,track,2020-03-23,"['k-ballad', 'k-rock']"
You're Still The One,single,59,['Teddy Swims'],185,1,196413,False,4guQztGKAETkvuTekNeqBe,False,True,You're Still The One,69,1,track,2020-07-17,[]
Legends Never Die,album,78,['Juice WRLD'],184,1,181661,True,4K06PO78fW4mnBVenxGNob,False,True,Conversations,71,2,track,2020-07-10,"['emo rap', 'melodic rap']"
THE GOAT,album,72,['Polo G'],185,1,132832,True,1VLtjHwRWOVJiE5Py7JxoQ,False,True,Martin & Gina,73,3,track,2020-05-15,[]
Pegasus,album,62,"['Trippie Redd', 'PARTYNEXTDOOR']",185,1,283285,False,66w7lK0t98OPgvYjXp39IP,False,True,Excitement,70,6,track,2020-10-30,"['r&b', 'melodic rap']"
Meet The Woo 2,album,68,['Pop Smoke'],179,1,135746,True,57BGVV6wcyhbn3hsjlqEZB,False,True,Element,69,7,track,2020-02-07,"['new york drill', 'drill', 'brooklyn drill']"
POST HUMAN: SURVIVAL HORROR,album,67,"['Bring Me The Horizon', 'BABYMETAL']",185,1,220041,True,7CAbF0By0Fpnbiu6Xn5ZF7,False,True,Kingslayer (feat. BABYMETAL),70,6,track,2020-10-30,"['metalcore', 'j-rock', 'rock', 'screamo', 'post-hardcore', 'metal', 'emo']"
"Deixa Eu Te Fazer Feliz, Vol. 02",album,55,['Marcelo & Rayane'],185,1,202843,False,2Fs0aeYIBO2YRFA6z5oec9,False,True,Pense,65,4,track,2020-08-24,['forró']
Slightly Tipsy (She is My Type♡ X SANDEUL),single,38,['Sandeul'],184,1,227986,False,1xWVYPdaLm909DbFmuPGOR,False,True,Slightly Tipsy (She is My Type♡ X SANDEUL),48,1,track,2020-07-20,['k-ballad']
Meet The Woo 2,album,68,['Pop Smoke'],179,1,127546,True,792HwhrdO3ErRKL5yRe4Ge,False,True,Invincible,70,1,track,2020-02-07,"['new york drill', 'drill', 'brooklyn drill']"
Riot,single,60,['XXXTENTACION'],185,1,78680,True,4aOOExMBUyxKnEYb39SrTg,False,True,Riot,71,1,track,2020-06-01,['emo rap']
Sentimental,album,72,['Juicy Luicy'],185,1,234204,False,1ZPVEo8RfmrEz8YAD5n6rW,False,True,Lantas,76,6,track,2020-11-06,"['indonesian pop', 'indonesian indie']"
THE GOAT,album,72,"['Polo G', 'Stunna 4 Vegas', 'NLE Choppa', 'Mike WiLL Made-It']",185,1,165726,True,4PklAHGXT5ityno3IA8SKd,False,True,Go Stupid,70,5,track,2020-05-15,[]
TAKE TIME,album,72,['GIVĒON'],185,1,172907,False,4rHIfYRQw6ittRQXAlurk0,False,True,Favorite Mistake,61,4,track,2020-03-27,['r&b']
The New Abnormal,album,71,['The Strokes'],185,1,351786,True,1BLOVHYYlH4JUHQGcpt75R,False,True,Ode To The Mets,65,9,track,2020-04-10,"['alternative rock', 'indie rock', 'garage rock']"
Eternal Atake,album,68,['Lil Uzi Vert'],185,1,213884,True,6vxU64pcIuQ38O015Zy4qj,False,True,Homecoming,69,6,track,2020-03-06,['melodic rap']
MOONCHILD,album,53,['NIKI'],185,2,256001,True,530l1XggFTVKZIM3khE10r,False,True,Lose,62,3,track,2020-09-10,[]
For Broken Ears,album,67,['Tems'],185,1,196204,False,2QdSb68BzZGMgCbsrFmSLc,False,True,Higher,69,5,track,2020-09-25,"['afrobeats', 'afrobeat', 'alté', 'afropop']"
One of One,album,58,"['Starley', 'Ryan Riback']",180,1,222040,False,0BZ5YlY2xnwfUmyGdiOMje,False,True,Call on Me - Ryan Riback Remix,68,2,track,2020-09-25,['melbourne bounce']
Airplane Sleep,single,59,['Fabricants of Noise'],185,1,149630,False,53PHCS3cgaXm3JCIlAw6z8,False,True,Airplane Sleep Pt.1,69,1,track,2020-12-31,[]
I Just Couldn't Save You Tonight (Story of Kale - Original Motion Picture Soundtrack),single,50,"['Ardhito Pramono', 'Aurélie']",185,1,219600,False,5AkV53fo1u01mi8r22JNeF,False,True,I Just Couldn't Save You Tonight - Story of Kale - Original Motion Picture Soundtrack,60,1,track,2020-11-01,['indonesian indie']
TAKE TIME,album,72,['GIVĒON'],185,1,205663,False,2Hd7uGbl8PX0IxyX59VFOg,False,True,The Beach,63,1,track,2020-03-27,['r&b']
Long Story Short,album,61,['VOILÀ'],185,1,163436,False,2bFGGsScXp2Tu10jKMCKO6,False,True,Figure You Out,71,3,track,2020-05-22,[]
The New Abnormal,album,71,['The Strokes'],185,1,222093,False,2t0wwvR15fc3K1ey8OiOaN,False,True,Selfless,66,2,track,2020-04-10,"['alternative rock', 'indie rock', 'garage rock']"
Circles,album,71,['Mac Miller'],185,1,209440,True,2hwOoMtWPtTSSn6WHV7Vp5,False,True,Blue World,71,3,track,2020-01-17,[]
Good & Plenty,single,52,"['Alex Isley', 'Masego', 'Jack Dine']",185,1,204705,False,1VAKnb1btGrQXcVZVSRkPe,False,True,Good & Plenty,63,1,track,2020-07-17,"['alternative r&b', 'neo soul']"
ドライフラワー,single,49,['Yuuri'],185,1,285586,False,7dH0dpi751EoguDDg3xx6J,False,True,ドライフラワー,59,1,track,2020-10-25,['j-pop']
4K,single,61,"['El Alfa', 'Darell', 'Noriel']",185,1,201500,False,1BIXs6CdkPRLytuqoXs6XN,False,True,4K,71,1,track,2020-03-12,"['dembow', 'urbano latino', 'reggaeton', 'trap', 'latin', 'trap latino']"
Corta Venas,album,68,"['Eslabon Armado', 'DannyLux']",185,1,275194,False,3NqBxTOMCJ3zW9CIP51td4,False,True,Jugaste y Sufrí,72,9,track,2020-12-18,"['corridos tumbados', 'corrido', 'electro corridos', 'sierreño', 'sad sierreño', 'corridos bélicos', 'música mexicana']"
不刪,single,41,['井朧'],185,1,264969,False,6V2ycd5EqUqAl9r6NHqjNN,False,True,不刪,51,1,track,2020-10-08,"['gufeng', 'c-pop', 'mandopop']"
運氣來得若有似無,album,51,['告五人'],185,1,270760,False,19fp9nI0tq0lcBl7XoCHAb,False,True,唯一 (三立/台視戲劇《戀愛是科學》插曲),55,5,track,2020-12-31,"['taiwanese indie', 'c-pop', 'taiwanese pop', 'mandopop', 'chinese indie', 'chinese rock']"
Voilà,single,54,['Barbara Pravi'],184,1,176815,False,1uAOCTevGnyKIDbgZdOCnE,False,True,Voilà,64,1,track,2020-11-06,"['chanson', 'french pop']"
My Turn (Deluxe),album,67,"['Lil Baby', '42 Dugg']",184,1,181929,True,6gxKUmycQX7uyMwJcweFjp,False,True,We Paid (feat. 42 Dugg),69,26,track,2020-05-01,[]
STRAY SHEEP,album,64,['Kenshi Yonezu'],185,1,265333,False,0iniTNHwqBiP4UDE1dgUpD,False,True,馬と鹿,57,6,track,2020-08-05,"['j-pop', 'anime', 'j-rock']"
GONE,single,32,"['Leellamarz', 'TOIL', 'Paloalto']",184,1,224526,False,2fzucOTof4pxCDG6u8iiGY,False,True,GONE,42,1,track,2020-03-23,"['k-rap', 'k-ballad']"
天外来物,album,45,['Joker Xue'],185,1,257212,False,4evIzA3tOUSwIH1TVOri8c,False,True,天外来物,53,1,track,2020-12-31,"['taiwanese pop', 'c-pop', 'mandopop']"
Made In Lagos,album,64,"['Wizkid', 'Tems']",185,1,248040,False,5FG7Tl93LdH117jEKYl3Cm,False,True,Essence (feat. Tems),68,11,track,2020-10-29,"['afrobeats', 'afroswing', 'azonto', 'afrobeat', 'alté', 'dancehall', 'afropop']"
Blizzard Of Ozz (40th Anniversary Expanded Edition),album,65,['Ozzy Osbourne'],185,1,293183,False,7ACxUo21jtTHzy7ZEV56vU,False,True,Crazy Train,74,2,track,2020-09-18,"['heavy metal', 'glam metal', 'metal', 'hard rock']"
melt bitter,single,47,['satomoka'],185,1,309840,False,6uSe3ACORUIVrAyiP84RZi,False,True,melt bitter,57,1,track,2020-01-22,"['japanese indie', 'j-r&b', 'j-pop', 'city pop']"
不在,single,39,['颜人中'],185,1,220898,False,5jvk5UfmXVHHjwNezUeqZ5,False,True,不在,49,1,track,2020-11-14,"['chinese r&b', 'c-pop', 'mandopop']"
Sunny Mornings,album,52,['Peder B. Helland'],185,1,635464,False,38640CoyYmrZIjHQBytjFp,False,True,Early in the Morning,50,5,track,2020-02-19,[]
PAPI JUANCHO,album,70,['Maluma'],185,1,199112,False,1yoMvmasuxZfqHEipJhRbp,False,True,Hawái,78,3,track,2020-08-21,"['urbano latino', 'latin', 'reggaeton']"
A N N I V E R S A R Y,album,68,['Bryson Tiller'],185,1,190144,False,2SSyJ6hTS0JeHTg63wVDZ7,False,True,Next To You,66,10,track,2020-10-02,['r&b']
My Turn,album,70,['Lil Baby'],183,1,205760,True,5f4Hy5mw5SRaUgXX9c6P5S,False,True,Sum 2 Prove,68,13,track,2020-02-28,[]
Welcome to O'Block,album,72,"['King Von', 'Prince Dre', 'Lil Durk']",185,1,151000,True,0rk2IHFiHFnO7t0jvAeHW9,False,True,Back Again (feat. Lil Durk),67,7,track,2020-10-30,['drill']
High Off Life,album,68,['Future'],185,1,236818,True,0biVzpdI2z0vAxwfU9xuuA,False,True,Too Comfortable,68,13,track,2020-05-15,['rap']
My Turn (Deluxe),album,67,['Lil Baby'],184,1,144651,True,5m0yZ33oOy0yYBtdTXuxQe,False,True,Low Down,69,23,track,2020-05-01,[]
"He's next to you, instead of me",single,33,"['TOIL', 'Kid Wine']",184,1,172350,False,25U5ea5BGlFK5318WduEzI,False,True,"He's next to you, instead of me",43,1,track,2020-10-30,"['k-rap', 'k-ballad']"
CEREMONY,album,60,['King Gnu'],185,1,260893,False,5vsM9UppL2iTgOfenMB6Gz,False,True,飛行艇,58,7,track,2020-01-15,"['j-pop', 'anime', 'j-rock']"
Rainy day,single,36,"['PATEKO', 'ASH ISLAND', 'Skinny Brown']",185,1,218250,False,4LxFRsy3TZjqAtAgIsjkez,False,True,"Rainy day (Feat. ASH ISLAND, Skinny Brown)",47,1,track,2020-07-19,"['k-ballad', 'k-rap']"
Lil Boat 3,album,63,"['Lil Yachty', 'Future', 'Mike WiLL Made-It']",184,1,178900,True,1sxGIhaxY8eF52e1TlShSP,False,True,Pardon Me (Lil Yachty feat. Future & Mike WiLL Made-It),70,5,track,2020-05-29,['rap']
Like A Film : 4 Songs,single,37,['GIRIBOY'],184,1,242999,False,6MPAgclYe1F9LSYXxOuoBC,False,True,Let's Not Love Each Other,45,4,track,2020-10-04,['k-rap']
Shoot For The Stars Aim For The Moon,album,74,"['Pop Smoke', '50 Cent', 'Roddy Ricch']",184,1,201600,True,1H7KnK26kc1YyellpbINEn,False,True,The Woo (feat. 50 Cent & Roddy Ricch),66,10,track,2020-07-03,"['new york drill', 'melodic rap', 'east coast hip hop', 'drill', 'brooklyn drill']"
MARCELINE,single,52,['Lil God Dan'],185,1,155054,False,17zEBtrjKKa2hwk9CxWIkX,False,True,MARCELINE,62,1,track,2020-12-15,[]
Epidemic (Deluxe),album,58,"['Money Man', 'Lil Baby']",185,1,182857,True,0xUvi7wldroBzaZCengPa5,False,True,24 (feat. Lil Baby),65,13,track,2020-08-21,[]
